"ENTREZ_ID","KEGG_ID"
3034,"map00340, map00910, map01100"
3035,"map00970"
3039,"map05143, map05144"
3040,"map05143, map05144"
3043,"map05143, map05144"
3045,"map05143, map05144"
3052,"map00860"
3053,"map04610"
3055,"map04062, map04666"
3059,"map04530, map05100, map05130, map05131"
3061,"map04080"
3062,"map04080"
3064,"map05016"
3065,"map04110, map04330, map05016, map05200, map05220"
3066,"map04110, map04330, map05016, map05200, map05220"
3067,"map00340, map01100"
3071,"map04810"
3073,"map00511, map00520, map00531, map00603, map00604, map01100, map04142"
3074,"map00511, map00520, map00531, map00603, map00604, map01100, map04142"
3075,"map04610, map05150"
3081,"map00350, map01100"
3082,"map04060, map04510, map05144, map05200, map05211, map05218"
3084,"map04012"
3087,"map04950"
3091,"map04150, map05200, map05211"
3092,"map05016"
3093,"map04120"
3098,"map00010, map00051, map00052, map00500, map00520, map00524, map01100, map04910, map04930, map04973"
3099,"map00010, map00051, map00052, map00500, map00520, map00524, map01100, map04910, map04930, map04973"
3101,"map00010, map00051, map00052, map00500, map00520, map00524, map01100, map04910, map04930, map04973"
3105,"map04144, map04145, map04514, map04612, map04650, map04940, map05320, map05330, map05332, map05416"
3106,"map04144, map04145, map04514, map04612, map04650, map04940, map05320, map05330, map05332, map05416"
3107,"map04144, map04145, map04514, map04612, map04650, map04940, map05320, map05330, map05332, map05416"
3108,"map04145, map04514, map04612, map04672, map04940, map05140, map05145, map05150, map05310, map05320, map05322, map05323, map05330, map05332, map05416"
3109,"map04145, map04514, map04612, map04672, map04940, map05140, map05145, map05150, map05310, map05320, map05322, map05323, map05330, map05332, map05416"
3110,"map04950"
3111,"map04145, map04514, map04612, map04672, map04940, map05140, map05145, map05150, map05310, map05320, map05322, map05323, map05330, map05332, map05416"
3112,"map04145, map04514, map04612, map04672, map04940, map05140, map05145, map05150, map05310, map05320, map05322, map05323, map05330, map05332, map05416"
3113,"map04145, map04514, map04612, map04672, map04940, map05140, map05145, map05150, map05310, map05320, map05322, map05323, map05330, map05332, map05416"
3115,"map04145, map04514, map04612, map04672, map04940, map05140, map05145, map05150, map05310, map05320, map05322, map05323, map05330, map05332, map05416"
3117,"map04145, map04514, map04612, map04672, map04940, map05140, map05145, map05150, map05310, map05320, map05322, map05323, map05330, map05332, map05416"
3118,"map04145, map04514, map04612, map04672, map04940, map05140, map05145, map05150, map05310, map05320, map05322, map05323, map05330, map05332, map05416"
3119,"map04145, map04514, map04612, map04672, map04940, map05140, map05145, map05150, map05310, map05320, map05322, map05323, map05330, map05332, map05416"
3122,"map04145, map04514, map04612, map04640, map04672, map04940, map05140, map05145, map05150, map05310, map05320, map05322, map05323, map05330, map05332, map05416"
3123,"map04145, map04514, map04612, map04640, map04672, map04940, map05140, map05145, map05150, map05310, map05320, map05322, map05323, map05330, map05332, map05416"
3125,"map04145, map04514, map04612, map04640, map04672, map04940, map05140, map05145, map05150, map05310, map05320, map05322, map05323, map05330, map05332, map05416"
3126,"map04145, map04514, map04612, map04640, map04672, map04940, map05140, map05145, map05150, map05310, map05320, map05322, map05323, map05330, map05332, map05416"
3127,"map04145, map04514, map04612, map04640, map04672, map04940, map05140, map05145, map05150, map05310, map05320, map05322, map05323, map05330, map05332, map05416"
3133,"map04144, map04145, map04514, map04612, map04650, map04940, map05320, map05330, map05332, map05416"
3134,"map04144, map04145, map04514, map04612, map04940, map05320, map05330, map05332, map05416"
3135,"map04144, map04145, map04514, map04612, map04650, map04940, map05320, map05330, map05332, map05416"
3141,"map00780, map01100"
3145,"map00860, map01100"
3146,"map03410"
3155,"map00072, map00280, map00650, map01100, map04146"
3156,"map00900, map01100, map04976"
3157,"map00072, map00280, map00650, map00900, map01100"
3158,"map00072, map00280, map00650, map00900, map01100, map03320"
3161,"map04512"
3162,"map00860"
3163,"map00860"
3164,"map04010"
3170,"map04950"
3171,"map04950"
3172,"map04950"
3174,"map04950"
3175,"map04950"
3176,"map00340"
3178,"map03040"
3183,"map03040"
3190,"map03040"
3192,"map03040"
3242,"map00130, map00350, map00360, map01100"
3250,"map05143"
3251,"map00230, map00983, map01100"
3265,"map04010, map04012, map04062, map04144, map04360, map04370, map04510, map04530, map04540, map04650, map04660, map04662, map04664, map04720, map04722, map04730, map04810, map04910, map04912, map04916, map05160, map05200, map05211, map05213, map05214, map05215, map05216, map05218, map05219, map05220, map05221, map05223"
3269,"map04020, map04080"
3274,"map04020, map04080, map04971"
3280,"map04330, map04950"
3283,"map00140, map01100"
3284,"map00140, map01100"
3290,"map00140, map01100, map04960"
3291,"map00140, map01100, map04960"
3292,"map00140, map01100"
3293,"map00140, map01100"
3294,"map00140, map01100"
3295,"map00120, map01100, map04146"
3300,"map04141"
3301,"map04141"
3303,"map03040, map04010, map04141, map04144, map04612, map05020, map05145"
3304,"map03040, map04010, map04141, map04144, map04612, map05145"
3305,"map03040, map04010, map04141, map04144, map04612, map05145"
3306,"map03040, map04010, map04141, map04144, map04612, map05145"
3308,"map04612"
3309,"map03060, map04141, map04612, map05020"
3310,"map03040, map04010, map04141, map04144, map04612, map05145"
3312,"map03040, map04010, map04141, map04144, map04612, map05145"
3313,"map03018"
3315,"map04010, map04370, map05146"
3320,"map04141, map04612, map04621, map04914, map05200, map05215"
3326,"map04141, map04612, map04621, map04914, map05200, map05215"
3329,"map03018, map04940"
3337,"map04141"
3339,"map04512"
3340,"map00534, map01100"
3346,"map04970"
3350,"map04080"
3351,"map04080"
3352,"map04080"
3354,"map04080"
3355,"map04080"
3356,"map04020, map04080, map04540"
3357,"map04020, map04080, map04540"
3358,"map04020, map04080, map04540"
3360,"map04020, map04080"
3361,"map04020, map04080"
3362,"map04020, map04080"
3363,"map04020, map04080"
3371,"map04510, map04512"
3373,"map00531, map01100, map04142"
3375,"map04950"
3376,"map00290, map00970"
3381,"map04510, map04512"
3382,"map04940"
3383,"map04514, map04650, map04670, map05143, map05144, map05150, map05323, map05416"
3384,"map04514, map04650"
3385,"map04514"
3397,"map04350"
3398,"map04350"
3399,"map04350"
3400,"map04350"
3416,"map05010"
3417,"map00020, map00480, map01100, map04146"
3418,"map00020, map00480, map01100, map04146"
3419,"map00020, map01100"
3420,"map00020, map01100"
3421,"map00020, map01100"
3422,"map00900, map01100"
3423,"map00531, map01100, map04142"
3425,"map00531, map01100, map04142"
3426,"map04610, map05150"
3434,"map05160"
3439,"map04060, map04140, map04620, map04622, map04623, map04630, map04650, map05160, map05320"
3440,"map04060, map04140, map04620, map04622, map04623, map04630, map04650, map05160, map05320"
3441,"map04060, map04140, map04620, map04622, map04623, map04630, map04650, map05160, map05320"
3442,"map04060, map04140, map04620, map04622, map04623, map04630, map04650, map05160, map05320"
3443,"map04060, map04140, map04620, map04622, map04623, map04630, map04650, map05160, map05320"
3444,"map04060, map04140, map04620, map04622, map04623, map04630, map04650, map05160, map05320"
3445,"map04060, map04140, map04620, map04622, map04623, map04630, map04650, map05160, map05320"
3446,"map04060, map04140, map04620, map04622, map04623, map04630, map04650, map05160, map05320"
3447,"map04060, map04140, map04620, map04622, map04623, map04630, map04650, map05160, map05320"
3448,"map04060, map04140, map04620, map04622, map04623, map04630, map04650, map05160, map05320"
3449,"map04060, map04140, map04620, map04622, map04623, map04630, map04650, map05160, map05320"
3451,"map04060, map04140, map04620, map04622, map04623, map04630, map04650, map05160, map05320"
3452,"map04060, map04140, map04620, map04622, map04623, map04630, map04650, map05160, map05320"
3454,"map04060, map04380, map04620, map04630, map04650, map05160"
3455,"map04060, map04380, map04620, map04630, map04650, map05160"
3456,"map04060, map04380, map04620, map04622, map04623, map04630, map04650, map05142, map05160"
3458,"map03050, map04060, map04140, map04350, map04380, map04612, map04630, map04650, map04660, map04940, map05140, map05142, map05143, map05144, map05145, map05146, map05322, map05323, map05330, map05332"
3459,"map04060, map04380, map04630, map04650, map05140, map05142, map05145"
3460,"map04060, map04380, map04630, map04650, map05140, map05142, map05145"
3467,"map04060, map04622, map04630"
3479,"map04114, map04115, map04150, map04510, map04730, map04914, map04960, map05200, map05214, map05215, map05218, map05410, map05414"
3480,"map04114, map04144, map04510, map04520, map04730, map04914, map05200, map05214, map05215, map05218"
3482,"map04142"
3486,"map04115"
3516,"map04330"
3543,"map05340"
3549,"map04340"
3551,"map04010, map04062, map04210, map04380, map04620, map04621, map04622, map04623, map04660, map04662, map04722, map04910, map04920, map04930, map05120, map05131, map05142, map05145, map05160, map05200, map05212, map05215, map05220, map05221, map05222"
3552,"map04010, map04060, map04210, map04380, map04640, map04940, map05020, map05140, map05323, map05332"
3553,"map04010, map04060, map04210, map04380, map04620, map04621, map04623, map04640, map04940, map05010, map05020, map05140, map05142, map05143, map05144, map05146, map05323, map05332"
3554,"map04010, map04060, map04210, map04380, map04640, map05146"
3556,"map04060, map04210"
3558,"map04060, map04630, map04660, map04672, map04940, map05142, map05320, map05330, map05332"
3559,"map04060, map04144, map04630, map04640"
3560,"map04060, map04144, map04630"
3561,"map04060, map04144, map04630, map05340"
3562,"map04060, map04210, map04630, map04640, map04664, map05310"
3563,"map04060, map04210, map04630, map04640"
3565,"map04060, map04630, map04640, map04660, map04664, map04672, map05140, map05310, map05320, map05330"
3566,"map04060, map04630, map04640"
3567,"map04060, map04630, map04640, map04660, map04664, map04672, map05310, map05320, map05330"
3568,"map04060, map04630, map04640"
3569,"map04060, map04620, map04621, map04623, map04630, map04640, map04672, map05020, map05142, map05143, map05144, map05146, map05200, map05323, map05332, map05410"
3570,"map04060, map04630, map04640"
3572,"map04060, map04630"
3574,"map04060, map04630, map04640"
3575,"map04060, map04630, map04640, map05340"
3576,"map04060, map04062, map04620, map04621, map04622, map05120, map05131, map05142, map05144, map05146, map05160, map05200, map05219, map05323"
3577,"map04060, map04062, map04144, map05120"
3578,"map04060, map04630, map05310"
3579,"map04060, map04062, map04144, map05120"
3581,"map04060, map04630, map04640"
3586,"map04060, map04630, map04660, map04672, map05140, map05142, map05143, map05144, map05145, map05146, map05150, map05310, map05320, map05322, map05330"
3587,"map04060, map04630, map05145"
3588,"map04060, map04630, map05145"
3589,"map04060, map04630, map04640, map05323"
3590,"map04060, map04630, map04640"
3592,"map04060, map04620, map04622, map04630, map04940, map05140, map05142, map05143, map05144, map05145, map05146, map05330"
3593,"map04060, map04620, map04622, map04630, map04940, map05140, map05142, map05143, map05145, map05146, map05330"
3594,"map04060, map04630"
3595,"map04060, map04630"
3596,"map04060, map04630, map04664, map05310"
3597,"map04060, map04630"
3598,"map04630"
3600,"map04060, map04630, map04672, map05323"
3601,"map04060, map04630, map04672"
3604,"map04060"
3605,"map04060, map05323"
3606,"map04060, map04621, map04623, map05143, map05144, map05323"
3611,"map03320, map04510, map05100, map05213"
3612,"map00562, map01100, map04070"
3613,"map00562, map01100, map04070"
3614,"map00230, map00983, map01100"
3615,"map00230, map00983, map01100"
3620,"map00380, map01100, map05143"
3624,"map04060, map04350"
3625,"map04060, map04350"
3626,"map04060, map04350"
3627,"map04060, map04062, map04620, map04622, map04623"
3628,"map00562, map01100, map04070"
3630,"map04114, map04140, map04150, map04810, map04910, map04914, map04930, map04940, map04950, map04960, map05215"
3631,"map00562, map01100, map04070"
3632,"map00562, map01100, map04070"
3633,"map00562, map01100, map04070"
3635,"map04070, map04662, map04664, map04666, map04910"
3636,"map00562, map01100, map04070"
3643,"map04520, map04910, map04930, map04960"
3645,"map04810, map05215"
3646,"map03013, map05160"
3651,"map04930, map04950"
3654,"map04210, map04620, map04722, map05140, map05142, map05145"
3655,"map04510, map04512, map04514, map04640, map04810, map05145, map05200, map05222, map05410, map05412, map05414"
3656,"map04210, map04722"
3659,"map05160"
3661,"map04620, map04622, map04623, map05160"
3663,"map04620"
3665,"map04620, map04622, map04623, map05160"
3667,"map04722, map04910, map04920, map04930, map04960"
3672,"map04510, map04512, map04640, map04810, map05410, map05412, map05414"
3673,"map04145, map04510, map04512, map04640, map04810, map05200, map05222, map05410, map05412, map05414"
3674,"map04510, map04512, map04640, map04810, map05200, map05222, map05410, map05412, map05414"
3675,"map04510, map04512, map04640, map04810, map05200, map05222, map05410, map05412, map05414"
3676,"map04510, map04512, map04514, map04640, map04670, map04672, map04810, map05140, map05410, map05412, map05414"
3678,"map04145, map04510, map04512, map04640, map04810, map05100, map05131, map05410, map05412, map05414"
3679,"map04510, map04512, map04810, map05410, map05412, map05414"
3680,"map04510, map04512, map04514, map04810, map05410, map05412, map05414"
3681,"map04810"
3682,"map04810"
3683,"map04514, map04650, map04670, map04810, map05144, map05150, map05323, map05416"
3684,"map04145, map04514, map04640, map04670, map04810, map05140, map05146, map05150"
3685,"map04145, map04510, map04512, map04514, map04810, map05200, map05222, map05410, map05412, map05414"
3687,"map04810"
3688,"map04145, map04360, map04510, map04512, map04514, map04670, map04810, map05100, map05130, map05131, map05140, map05145, map05200, map05222, map05410, map05412, map05414"
3689,"map04145, map04514, map04650, map04670, map04810, map05140, map05144, map05146, map05150, map05323, map05416"
3690,"map04145, map04380, map04510, map04512, map04640, map04810, map05410, map05412, map05414"
3691,"map04510, map04512, map04810, map05410, map05412, map05414"
3692,"map03008"
3693,"map04145, map04510, map04512, map04810, map05410, map05412, map05414"
3694,"map04510, map04512, map04810, map05410, map05412, map05414"
3695,"map04510, map04512, map04514, map04672, map04810, map05410, map05412, map05414"
3696,"map04510, map04512, map04514, map04810, map05410, map05412, map05414"
3702,"map04062, map04660, map04670"
3703,"map00510, map01100, map04141"
3704,"map00230, map00240, map00983, map01100"
3705,"map00562, map01100, map04070"
3706,"map00562, map01100, map04020, map04070"
3707,"map00562, map01100, map04020, map04070"
3708,"map04020, map04070, map04114, map04270, map04540, map04720, map04730, map04912, map04970, map04971, map04972, map05010, map05016"
3709,"map04020, map04070, map04114, map04270, map04540, map04720, map04730, map04912, map04970, map04971, map04972, map05010"
3710,"map04020, map04070, map04114, map04270, map04540, map04720, map04730, map04742, map04912, map04970, map04971, map04972, map05010"
3712,"map00280, map01100"
3714,"map04330"
3716,"map04380, map04630, map05140, map05145, map05160, map05200, map05212"
3717,"map04062, map04630, map04920, map05140, map05145"
3718,"map04062, map04630, map05340"
3725,"map04010, map04012, map04310, map04380, map04510, map04620, map04660, map04662, map04722, map04912, map05120, map05140, map05142, map05200, map05210, map05211, map05323"
3726,"map04380"
3727,"map04010, map04380"
3728,"map05200, map05221, map05412"
3732,"map04115"
3735,"map00970"
3745,"map04742"
3758,"map04960, map04971"
3759,"map04971"
3766,"map04971"
3767,"map04930"
3769,"map04974"
3772,"map04971"
3773,"map04971"
3776,"map04971"
3778,"map04270, map04970, map04972"
3779,"map04270"
3781,"map04976"
3783,"map04970, map04974"
3784,"map04971, map04972, map04974, map05110"
3791,"map04060, map04144, map04370, map04510"
3795,"map00051, map01100"
3802,"map04612, map04650, map05332"
3803,"map04612, map04650, map05332"
3804,"map04612, map04650, map05332"
3805,"map04612, map04650"
3806,"map04612, map04650"
3808,"map04612, map04650"
3809,"map04612, map04650"
3810,"map04612, map04650"
3811,"map04612, map04650, map05332"
3812,"map04612, map04650, map05332"
3815,"map04060, map04144, map04640, map04916, map05200, map05221"
3818,"map04610"
3820,"map05144"
3821,"map04612, map04650, map05332"
3822,"map04612, map04650"
3823,"map04612, map04650"
3824,"map04612, map04650, map05332"
3827,"map04610"
3837,"map03013"
3845,"map04010, map04012, map04062, map04320, map04360, map04370, map04530, map04540, map04650, map04660, map04662, map04664, map04720, map04722, map04730, map04810, map04910, map04912, map04914, map04916, map04960, map05160, map05200, map05210, map05211, map05212, map05213, map05214, map05215, map05216, map05218, map05219, map05220, map05221, map05223"
3858,"map05150"
3875,"map05130"
3897,"map04360, map04514"
3906,"map00052, map01100"
3908,"map04510, map04512, map05145, map05146, map05200, map05222, map05410, map05412, map05414, map05416"
3909,"map04510, map04512, map05145, map05146, map05200, map05222"
3910,"map04510, map04512, map05143, map05145, map05146, map05200, map05222"
3911,"map04510, map04512, map05145, map05146, map05200, map05222"
3912,"map04510, map04512, map05145, map05146, map05200, map05222"
3913,"map04510, map04512, map05145, map05146, map05200, map05222"
3914,"map04510, map04512, map05145, map05146, map05200, map05222"
3915,"map04510, map04512, map05020, map05145, map05146, map05200, map05222"
3916,"map04142, map04145"
3918,"map04510, map04512, map05145, map05146, map05200, map05222"
3920,"map04142, map04145"
3921,"map03010"
3925,"map04010"
3929,"map04620"
3931,"map00564"
3932,"map04380, map04650, map04660, map05340"
3937,"map04380, map04650, map04660, map04664"
3938,"map00052, map01100, map04973"
3939,"map00010, map00270, map00620, map00640, map01100"
3945,"map00010, map00270, map00620, map00640, map01100"
3948,"map00010, map00270, map00620, map00640, map01100"
3949,"map04144, map04976, map05145, map05160"
3952,"map04060, map04080, map04630, map04920"
3953,"map04060, map04080, map04630, map04920"
3955,"map00514, map04330"
3972,"map04080, map04912"
3973,"map04020, map04080"
3976,"map04060, map04630"
3977,"map04060, map04630"
3978,"map03030, map03410, map03420, map03430"
3980,"map03410"
3981,"map03450"
3983,"map04360"
3984,"map04360, map04666, map04810"
3985,"map04360, map04666, map04810"
3988,"map00100, map04142"
3990,"map00561, map01100"
3991,"map04910"
3992,"map01040"
3993,"map04530"
3996,"map04530"
3998,"map04141"
4000,"map05410, map05412, map05414"
4008,"map04520"
4012,"map04614"
4023,"map00561, map03320, map05010"
4025,"map04970"
4035,"map05010, map05144"
4036,"map04340"
4040,"map04310"
4041,"map04310"
4047,"map00100, map01100"
4048,"map00590, map01100"
4049,"map04060, map04940"
4050,"map04060, map05323"
4051,"map00590, map01100"
4052,"map04350"
4055,"map04060, map04672"
4056,"map00590, map01100"
4067,"map04062, map04662, map04664, map04666, map04730, map05120"
4068,"map04650"
4069,"map04970"
4074,"map04142, map04145"
4082,"map04666"
4085,"map04110, map04114, map04914"
4086,"map04350"
4087,"map04110, map04144, map04310, map04350, map04520, map05142, map05200, map05210, map05212"
4088,"map04110, map04144, map04310, map04350, map04520, map05142, map05200, map05210, map05212, map05220"
4089,"map04110, map04310, map04350, map04520, map05200, map05210, map05212, map05220"
4090,"map04350"
4091,"map04144, map04350"
4092,"map04144, map04350"
4093,"map04350"
4099,"map04514"
4116,"map03013, map03015, map03040"
4121,"map00510, map01100, map04141"
4122,"map00510, map01100"
4123,"map00511"
4124,"map00510, map01100"
4125,"map00511, map04142"
4126,"map00511, map04142"
4128,"map00260, map00330, map00340, map00350, map00360, map00380, map00982, map01100"
4129,"map00260, map00330, map00340, map00350, map00360, map00380, map00982, map01100"
4137,"map04010, map05010"
4141,"map00450, map00970"
4142,"map04080, map04614"
4143,"map00270, map01100"
4144,"map00270, map01100"
4149,"map04010, map05200, map05222"
4153,"map04145, map04610, map05150"
4157,"map04080, map04916"
4158,"map04080"
4159,"map04080"
4160,"map04080"
4161,"map04080"
4166,"map00533"
4171,"map03030, map04110"
4172,"map03030, map04110"
4173,"map03030, map04110"
4174,"map03030, map04110"
4175,"map03030, map04110"
4176,"map03030, map04110"
4179,"map04610"
4190,"map00020, map00620, map00630, map01100, map04964"
4191,"map00020, map00620, map00630, map01100"
4193,"map04110, map04115, map04120, map04144, map05200, map05214, map05215, map05218, map05219, map05220"
4194,"map04115"
4199,"map00620, map01100, map03320"
4200,"map00620"
4208,"map04010"
4210,"map04621"
4214,"map04010, map04120, map04622, map04722, map04912"
4215,"map04010, map04722, map04912"
4216,"map04010, map04912"
4217,"map04010, map04141, map04722, map05014"
4218,"map04972"
4224,"map04974"
4225,"map04974"
4233,"map04060, map04144, map04360, map04510, map04520, map05100, map05120, map05144, map05200, map05211, map05218"
4242,"map00514, map04330"
4245,"map00510, map01100"
4247,"map00510, map01100"
4248,"map00510, map01100"
4249,"map00510, map01100"
4254,"map04060, map04640, map04916, map05200"
4257,"map00480, map00980, map00982"
4258,"map00480, map00980, map00982"
4259,"map00480, map00980, map00982"
4261,"map04612, map05145, map05340"
4267,"map04514, map04670"
4277,"map04650"
4281,"map04120"
4282,"map00350, map00360"
4283,"map04060, map04062, map04620"
4286,"map04380, map04916, map05200, map05218"
4287,"map04141"
4292,"map03430, map05200, map05210, map05213"
4296,"map04010"
4301,"map04520, map04530, map04670"
4306,"map04960"
4311,"map04614, map04640, map04974, map05010"
4312,"map03320, map05200, map05219, map05323"
4313,"map04670, map04912, map05200, map05219"
4314,"map05323"
4316,"map04310"
4318,"map04670, map05200, map05219"
4323,"map04912"
4329,"map00280, map00562, map00640, map01100"
4331,"map03420"
4337,"map04122"
4338,"map04122"
4342,"map04010, map04114, map04810, map04914"
4350,"map03410"
4351,"map00051, map00520, map01100"
4352,"map04060, map04630"
4353,"map04145"
4357,"map00270, map01100, map04122"
4358,"map04146"
4359,"map04514"
4360,"map04145"
4361,"map03440, map03450"
4363,"map02010, map04977"
4436,"map03430, map05200, map05210"
4437,"map03430, map05200, map05210"
4440,"map03015"
4478,"map04670, map04810"
4481,"map04145"
4507,"map00270, map01100"
4508,"map00190, map01100, map05010, map05012, map05016"
4509,"map00190, map01100, map05010, map05012, map05016"
4511,"map00970"
4512,"map00190, map01100, map04260, map05010, map05012, map05016"
4513,"map00190, map01100, map04260, map05010, map05012, map05016"
4514,"map00190, map01100, map04260, map05010, map05012, map05016"
4519,"map00190, map01100, map04260, map05010, map05012, map05016"
4522,"map00670, map01100"
4524,"map00670, map01100"
4535,"map00190, map01100, map05012"
4536,"map00190, map01100, map05012"
4537,"map00190, map01100, map05012"
4538,"map00190, map01100, map05012"
4539,"map00190, map01100, map05012"
4540,"map00190, map01100, map05012"
4541,"map00190, map01100, map05012"
4543,"map04080"
4544,"map04080"
4547,"map04975"
4548,"map00270, map00450, map00670, map01100"
4549,"map03008, map03010"
4550,"map03008, map03010"
4553,"map00970"
4555,"map00970"
4556,"map00970"
4558,"map00970"
4563,"map00970"
4564,"map00970"
4565,"map00970"
4566,"map00970"
4567,"map00970"
4568,"map00970"
4569,"map00970"
4570,"map00970"
4571,"map00970"
4572,"map00970"
4573,"map00970"
4574,"map00970"
4575,"map00970"
4576,"map00970"
4577,"map00970"
4578,"map00970"
4579,"map00970"
4583,"map05110, map05146"
4589,"map04970"
4591,"map04120"
4594,"map00280, map00630, map00640, map01100"
4595,"map03410"
4597,"map00900, map01100"
4598,"map00900, map01100, map04146"
4607,"map05410, map05414"
4609,"map04010, map04012, map04110, map04310, map04350, map04630, map05200, map05210, map05213, map05216, map05219, map05220, map05221, map05222"
4615,"map04210, map04620, map05140, map05142, map05143, map05144, map05145"
4616,"map04010, map04110, map04115"
4619,"map04530, map05416"
4620,"map04530, map05416"
4621,"map04530, map05416"
4622,"map04530, map05416"
4624,"map04260, map04530, map05410, map05414, map05416"
4625,"map04260, map04530, map05410, map05414, map05416"
4626,"map04530, map05416"
4627,"map04530, map04810, map05416"
4628,"map04530, map04810, map05416"
4629,"map04270, map04530, map05416"
4633,"map04260, map04510, map04530, map04670, map04810, map05410, map05414"
4634,"map04260, map05410, map05414"
4636,"map04510, map04530, map04670, map04810"
4637,"map04270"
4638,"map04020, map04270, map04510, map04810, map04971"
4651,"map04666"
4659,"map04270, map04510, map04720, map04810"
4660,"map04270"
4668,"map00603, map04142"
4669,"map00531, map01100, map04142"
4670,"map03040"
4671,"map04621"
4677,"map00970"
4683,"map03440"
4684,"map04514, map05020"
4685,"map04514, map05020"
4686,"map03013, map03015, map03040"
4688,"map04145, map04380, map04670, map05140"
4689,"map04145, map04380, map04670, map05140"
4690,"map04012, map04360, map04660, map05130"
4691,"map05130"
4694,"map00190, map01100, map05010, map05012, map05016"
4695,"map00190, map01100, map05010, map05012, map05016"
4696,"map00190, map01100, map05010, map05012, map05016"
4697,"map00190, map01100, map05010, map05012, map05016"
4698,"map00190, map01100, map05010, map05012, map05016"
4700,"map00190, map01100, map05010, map05012, map05016"
4701,"map00190, map01100, map05010, map05012, map05016"
4702,"map00190, map01100, map05010, map05012, map05016"
4704,"map00190, map01100, map05010, map05012, map05016"
4705,"map00190, map01100, map05010, map05012, map05016"
4706,"map00190, map01100, map05010, map05012, map05016"
4707,"map00190, map01100, map05010, map05012, map05016"
4708,"map00190, map01100, map05010, map05012, map05016"
4709,"map00190, map01100, map05010, map05012, map05016"
4710,"map00190, map01100, map05010, map05012, map05016"
4711,"map00190, map01100, map05010, map05012, map05016"
4712,"map00190, map01100, map05010, map05012, map05016"
4713,"map00190, map01100, map05010, map05012, map05016"
4714,"map00190, map01100, map05010, map05012, map05016"
4715,"map00190, map01100, map05010, map05012, map05016"
4716,"map00190, map01100, map05010, map05012, map05016"
4717,"map00190, map01100, map05010, map05012, map05016"
4718,"map00190, map01100, map05010, map05012, map05016"
4719,"map00190, map01100, map05010, map05012, map05016"
4720,"map00190, map01100, map05010, map05012, map05016"
4722,"map00190, map01100, map05010, map05012, map05016"
4723,"map00190, map01100, map05010, map05012, map05016"
4724,"map00190, map01100, map05010, map05012, map05016"
4725,"map00190, map01100, map05010, map05012, map05016"
4726,"map00190, map01100, map05010, map05012, map05016"
4728,"map00190, map01100, map05010, map05012, map05016"
4729,"map00190, map01100, map05010, map05012, map05016"
4731,"map00190, map01100, map05010, map05012, map05016"
4734,"map04120, map04144"
4736,"map03010"
4741,"map05014"
4744,"map05014"
4747,"map05014"
4756,"map04514"
4758,"map00511, map00600, map04142"
4759,"map00511, map00600"
4760,"map04950"
4763,"map04010"
4772,"map04310, map04360, map04370, map04380, map04650, map04660, map04662"
4773,"map04010, map04310, map04360, map04370, map04380, map04650, map04660, map04662"
4775,"map04310, map04360, map04370, map04650, map04660, map04662"
4776,"map04010, map04310, map04360, map04370, map04650, map04660, map04662"
4780,"map04141"
4790,"map04010, map04062, map04210, map04380, map04620, map04621, map04622, map04623, map04660, map04662, map04722, map04920, map05120, map05131, map05140, map05142, map05145, map05146, map05160, map05200, map05212, map05215, map05220, map05221, map05222"
4791,"map04010, map04380, map05200"
4792,"map04062, map04210, map04380, map04620, map04621, map04622, map04623, map04660, map04662, map04722, map04920, map05120, map05131, map05140, map05142, map05145, map05160, map05200, map05215, map05220, map05222"
4793,"map04062, map04621, map04622, map04623, map04660, map04662, map04722, map04920, map05131, map05140, map05145"
4794,"map04660, map04662, map04722, map04920"
4800,"map04612"
4801,"map04612"
4802,"map04612"
4803,"map04010, map04210, map04722"
4804,"map04060, map04722"
4809,"map03008, map03040"
4821,"map04950"
4824,"map05200, map05215"
4825,"map04950"
4829,"map04080"
4830,"map00230, map00240, map01100"
4831,"map00230, map00240, map01100"
4832,"map00230, map00240, map01100"
4833,"map00230, map00240, map01100"
4837,"map00760, map01100"
4838,"map04350"
4842,"map00330, map01100, map04020, map04145, map04730, map04970, map05010, map05014"
4843,"map00330, map01100, map04020, map04146, map05140, map05142, map05145, map05146, map05200, map05222"
4846,"map00330, map01100, map04020, map04370"
4848,"map03018"
4849,"map03018"
4850,"map03018"
4851,"map04320, map04330, map05020"
4852,"map04920"
4853,"map04320, map04330"
4854,"map04320, map04330"
4855,"map04320, map04330"
4860,"map00230, map00240, map00760, map01100"
4862,"map04710"
4864,"map04142"
4881,"map00230, map04270"
4882,"map00230, map04270"
4886,"map04080"
4887,"map04080"
4889,"map04080"
4891,"map04142"
4893,"map04010, map04012, map04062, map04360, map04370, map04530, map04540, map04650, map04660, map04662, map04664, map04720, map04722, map04730, map04810, map04910, map04912, map04916, map05160, map05200, map05211, map05213, map05214, map05215, map05216, map05218, map05219, map05220, map05221, map05223"
4897,"map04514"
4899,"map05016"
4905,"map04962"
4907,"map00230, map00240, map00760, map01100"
4908,"map04010, map04722"
4909,"map04010, map04722"
4913,"map03410"
4914,"map04010, map04144, map04210, map04722, map05200, map05216"
4915,"map04010, map04722"
4916,"map04722"
4917,"map04360"
4923,"map04020, map04080"
4927,"map03013"
4928,"map03013"
4931,"map03008"
4938,"map05160"
4939,"map05160"
4940,"map05160"
4942,"map00330, map01100"
4952,"map00562, map01100, map04070"
