"ENTREZ_ID","KEGG_ID"
5595,"map04010, map04012, map04062, map04114, map04150, map04270, map04320, map04350, map04360, map04370, map04380, map04510, map04520, map04540, map04620, map04621, map04650, map04660, map04662, map04664, map04666, map04720, map04722, map04730, map04810, map04910, map04912, map04914, map04916, map04930, map04960, map05010, map05020, map05131, map05140, map05142, map05145, map05160, map05200, map05210, map05211, map05212, map05213, map05214, map05215, map05216, map05218, map05219, map05220, map05221, map05223"
5598,"map04010, map04540, map04722, map04912"
5599,"map04010, map04012, map04141, map04310, map04380, map04510, map04620, map04621, map04622, map04664, map04722, map04910, map04912, map04914, map04920, map04930, map05120, map05131, map05142, map05145, map05160, map05200, map05210, map05212"
5600,"map04010, map04370, map04380, map04620, map04621, map04622, map04660, map04664, map04670, map04722, map04912, map04914, map05014, map05120, map05131, map05140, map05142, map05145, map05160"
5601,"map04010, map04012, map04141, map04310, map04380, map04510, map04620, map04621, map04622, map04660, map04664, map04722, map04910, map04912, map04914, map04920, map04930, map05120, map05131, map05142, map05145, map05160, map05200, map05210, map05212"
5602,"map04010, map04012, map04141, map04310, map04380, map04510, map04620, map04621, map04622, map04664, map04722, map04910, map04912, map04914, map04920, map04930, map05120, map05131, map05142, map05145, map05160, map05200, map05210, map05212"
5603,"map04010, map04370, map04380, map04620, map04621, map04622, map04660, map04664, map04670, map04722, map04912, map04914, map05014, map05120, map05131, map05140, map05142, map05145, map05160"
5604,"map04010, map04012, map04062, map04114, map04270, map04320, map04370, map04380, map04510, map04540, map04620, map04650, map04660, map04662, map04664, map04666, map04720, map04722, map04730, map04810, map04910, map04912, map04914, map04916, map05020, map05200, map05210, map05211, map05212, map05213, map05214, map05215, map05216, map05218, map05219, map05220, map05221, map05223"
5605,"map04010, map04012, map04270, map04370, map04540, map04620, map04650, map04660, map04662, map04664, map04720, map04722, map04730, map04810, map04910, map04912, map04916, map05020, map05200, map05211, map05213, map05214, map05215, map05216, map05218, map05219, map05220, map05221, map05223"
5606,"map04010, map04620, map04664, map04912, map05014, map05145"
5607,"map04010, map04540, map04722"
5608,"map04010, map04380, map04620, map04664, map04912, map05014, map05145"
5609,"map04010, map04012, map04141, map04380, map04620, map04660, map04664, map04722, map04912"
5610,"map04141, map05160"
5611,"map04141"
5613,"map04010, map04020, map04062, map04114, map04210, map04270, map04310, map04340, map04540, map04720, map04740, map04742, map04910, map04912, map04914, map04916, map04962, map04970, map04971, map04976, map05020, map05110, map05146, map05414"
5617,"map04060, map04080, map04630"
5618,"map04060, map04080, map04630"
5621,"map05020"
5624,"map04610"
5625,"map00330, map01100"
5627,"map04610"
5630,"map05014"
5631,"map00030, map00230, map01100"
5634,"map00030, map00230, map01100"
5641,"map04142, map04612"
5644,"map04080, map04972, map04974"
5645,"map04080, map04972, map04974"
5646,"map04080, map04972, map04974"
5648,"map04610, map05150"
5649,"map04510, map04512"
5660,"map04142"
5662,"map04144"
5663,"map04310, map04330, map04722, map05010"
5664,"map04330, map04722, map05010"
5682,"map03050"
5683,"map03050"
5684,"map03050"
5685,"map03050"
5686,"map03050"
5687,"map03050"
5688,"map03050"
5689,"map03050"
5690,"map03050"
5691,"map03050"
5692,"map03050"
5693,"map03050"
5694,"map03050"
5695,"map03050"
5696,"map03050"
5698,"map03050"
5699,"map03050"
5700,"map03050"
5701,"map03050"
5702,"map03050"
5704,"map03050"
5705,"map03050"
5706,"map03050"
5707,"map03050"
5708,"map03050"
5709,"map03050"
5710,"map03050"
5713,"map03050"
5714,"map03050"
5717,"map03050"
5718,"map03050"
5719,"map03050"
5720,"map03050, map04612"
5721,"map03050, map04612"
5723,"map00260, map01100"
5724,"map04020, map04080, map05150"
5726,"map04742"
5727,"map04340, map05200, map05217"
5728,"map00562, map04070, map04115, map04510, map04530, map05200, map05213, map05214, map05215, map05218, map05222"
5729,"map04080"
5730,"map00590, map01100"
5731,"map04020, map04080"
5732,"map04080"
5733,"map04020, map04080"
5734,"map04080"
5737,"map04020, map04080"
5739,"map04080, map04270"
5740,"map00590, map01100"
5742,"map00590, map01100"
5743,"map00590, map01100, map04370, map05140, map05200, map05222"
5745,"map04080"
5746,"map04080"
5747,"map04012, map04062, map04360, map04370, map04510, map04670, map04810, map05100, map05146, map05200, map05222"
5770,"map04520, map04910"
5777,"map04520, map04630, map04650, map04660, map04662, map05140"
5778,"map04010"
5781,"map04630, map04650, map04670, map04722, map04920, map05120, map05211, map05220"
5787,"map04520"
5788,"map04514, map04660, map04666, map05340"
5792,"map04514, map04520, map04910"
5795,"map04520"
5797,"map04514, map04520"
5798,"map04940"
5799,"map04940"
5801,"map04010"
5803,"map05120"
5805,"map00790, map01100"
5817,"map04514"
5818,"map04514, map04520"
5819,"map04514, map04520"
5822,"map03008"
5824,"map04146"
5825,"map02010, map04146"
5826,"map02010, map04146"
5827,"map04146"
5828,"map04146"
5829,"map04062, map04370, map04510, map04670, map04810, map05100"
5830,"map04146"
5831,"map00330, map01100"
5832,"map00330, map01100"
5833,"map00564, map01100"
5834,"map00500, map04910"
5836,"map00500, map04910"
5837,"map00500, map04910"
5859,"map00970, map01100"
5860,"map00790, map01100"
5865,"map04530"
5867,"map04144"
5868,"map04144, map04145, map04962, map05014, map05146"
5869,"map04144, map04145, map04962, map05146"
5871,"map04010"
5872,"map04530"
5874,"map04972"
5878,"map04144, map04145, map04962, map05146"
5879,"map04010, map04062, map04145, map04310, map04360, map04370, map04380, map04510, map04520, map04620, map04650, map04662, map04664, map04666, map04670, map04722, map04810, map04972, map05014, map05100, map05120, map05131, map05200, map05210, map05211, map05212, map05416"
5880,"map04010, map04062, map04310, map04360, map04370, map04510, map04520, map04650, map04662, map04664, map04666, map04670, map04810, map05200, map05210, map05212, map05416"
5881,"map04010, map04310, map04360, map04370, map04510, map04520, map04650, map04662, map04664, map04810, map05200, map05210, map05212, map05416"
5885,"map04110"
5886,"map03420, map04141"
5887,"map03420, map04141"
5888,"map03440, map05200, map05212"
5889,"map03440"
5890,"map03440"
5892,"map03440"
5893,"map03440"
5894,"map04010, map04012, map04062, map04270, map04370, map04510, map04540, map04650, map04660, map04662, map04664, map04666, map04720, map04722, map04730, map04810, map04910, map04912, map04914, map04916, map05160, map05200, map05210, map05211, map05212, map05213, map05214, map05215, map05218, map05219, map05220, map05221, map05223"
5896,"map05340"
5897,"map05340"
5898,"map05200, map05212"
5899,"map05200, map05212"
5900,"map05200, map05210, map05212"
5901,"map03008, map03013"
5903,"map03013"
5905,"map03013"
5906,"map04010, map04062, map04510, map04670, map04720, map04722, map04972, map05211"
5908,"map04010, map04062, map04510, map04670, map04720, map04722, map04972, map05211"
5914,"map05200, map05221"
5915,"map05200, map05222, map05223"
5917,"map00970"
5921,"map04010, map04360"
5922,"map04010"
5923,"map04010, map04510"
5924,"map04010"
5925,"map04110, map05200, map05212, map05214, map05215, map05218, map05219, map05220, map05222, map05223"
5933,"map04110, map04350"
5934,"map04110, map04350"
5948,"map04977"
5957,"map04744"
5959,"map00830"
5961,"map05014"
5962,"map04810"
5970,"map04010, map04062, map04210, map04380, map04620, map04621, map04622, map04623, map04660, map04662, map04722, map04920, map05120, map05131, map05140, map05142, map05145, map05146, map05160, map05200, map05212, map05215, map05220, map05221, map05222"
5971,"map04010, map04380"
5972,"map04614"
5973,"map00520"
5976,"map03013, map03015"
5978,"map05016"
5979,"map04144, map05200, map05216"
5980,"map01100"
5981,"map03030, map03420, map03430"
5982,"map03030, map03420, map03430"
5983,"map03030, map03420, map03430"
5984,"map03030, map03420, map03430"
5985,"map03030, map03420, map03430"
5986,"map00514, map04330"
5993,"map04612, map05340"
5994,"map04612, map05340"
5998,"map04360"
6009,"map04150, map04910"
6010,"map04744"
6011,"map04062, map04144, map04744"
6037,"map05310"
6041,"map05160"
6048,"map04141"
6091,"map04360"
6092,"map04360"
6093,"map04062, map04270, map04310, map04350, map04360, map04510, map04670, map04810, map05130, map05131"
6095,"map04710"
6096,"map04710"
6097,"map04710"
6117,"map03030, map03420, map03430, map03440"
6118,"map03030, map03420, map03430, map03440"
6119,"map03030, map03420, map03430, map03440"
6120,"map00030, map00040, map01100"
6121,"map00830"
6122,"map03010"
6123,"map03010"
6124,"map03010"
6125,"map03010"
6128,"map03010"
6129,"map03010"
6130,"map03010"
6132,"map03010"
6133,"map03010"
6134,"map03010"
6135,"map03010"
6136,"map03010"
6137,"map03010"
6138,"map03010"
6139,"map03010"
6141,"map03010"
6142,"map03010"
6143,"map03010"
6144,"map03010"
6146,"map03010"
6147,"map03010"
6152,"map03010"
6154,"map03010"
6155,"map03010"
6156,"map03010"
6157,"map03010"
6158,"map03010"
6159,"map03010"
6160,"map03010"
6161,"map03010"
6164,"map03010"
6165,"map03010"
6166,"map03010"
6167,"map03010"
6168,"map03010"
6169,"map03010"
6170,"map03010"
6171,"map03010"
6173,"map03010"
6175,"map03010"
6176,"map03010"
6181,"map03010"
6184,"map00510, map01100, map04141"
6185,"map00510, map01100, map04141"
6187,"map03010"
6188,"map03010"
6189,"map03010"
6191,"map03010"
6192,"map03010"
6193,"map03010"
6194,"map03010, map04150, map04910"
6195,"map04010, map04114, map04150, map04720, map04722, map04914"
6196,"map04010, map04114, map04150, map04720, map04722, map04914"
6197,"map04010, map04114, map04150, map04720, map04722, map04914"
6198,"map04012, map04150, map04350, map04666, map04910, map05221"
6199,"map04012, map04150, map04350, map04666, map04910, map05221"
6201,"map03010"
6202,"map03010"
6203,"map03010"
6204,"map03010"
6205,"map03010"
6206,"map03010"
6207,"map03010"
6208,"map03010"
6209,"map03010"
6210,"map03010"
6217,"map03010"
6218,"map03010"
6222,"map03010"
6223,"map03010"
6224,"map03010"
6227,"map03010"
6228,"map03010"
6229,"map03010"
6230,"map03010"
6231,"map03010"
6232,"map03010"
6233,"map03010"
6234,"map03010"
6235,"map03010"
6237,"map04010, map04530, map04810"
6238,"map04141"
6240,"map00230, map00240, map00480, map01100"
6241,"map00230, map00240, map00480, map01100, map04115"
6256,"map03320, map04920, map04976, map05160, map05200, map05216, map05222, map05223"
6257,"map03320, map04920, map05200, map05216, map05222, map05223"
6258,"map03320, map04920, map05200, map05216, map05222, map05223"
6261,"map04020, map04730"
6262,"map04020, map04260, map04972, map05410, map05412, map05414"
6263,"map04020, map04970, map05010"
6272,"map04142, map04722"
6296,"map00650, map01100"
6300,"map04010, map04114, map04370, map04380, map04620, map04621, map04622, map04660, map04664, map04670, map04722, map04912, map04914, map05014, map05120, map05131, map05140, map05142, map05145, map05160"
6301,"map00970"
6303,"map00330, map01100"
6307,"map00100, map01100"
6309,"map00100, map01100"
6317,"map05146"
6318,"map05146"
6319,"map01040, map03320"
6337,"map04742, map04960"
6338,"map04742, map04960"
6340,"map04742, map04960"
6342,"map00120, map01100, map03320, map04146"
6344,"map04080, map04972, map04976"
6346,"map04060, map04062"
6347,"map04060, map04062, map04621, map05142, map05144, map05323"
6348,"map04060, map04062, map04620, map05142, map05323"
6349,"map04060, map04062, map05142, map05323"
6351,"map04060, map04062, map04620, map04623"
6352,"map04060, map04062, map04620, map04621, map04623, map05020, map05120, map05142, map05323"
6354,"map04060, map04062"
6355,"map04060, map04062"
6356,"map04060, map04062, map05310"
6357,"map04060, map04062"
6358,"map04060, map04062"
6359,"map04060, map04062"
6360,"map04060, map04062"
6361,"map04060, map04062"
6362,"map04060, map04062"
6363,"map04060, map04062"
6364,"map04060, map04062, map05323"
6366,"map04060, map04062"
6367,"map04060, map04062"
6368,"map04060, map04062"
6369,"map04060, map04062"
6370,"map04060, map04062, map04672"
6372,"map04060, map04062, map05323"
6373,"map04060, map04062, map04620"
6374,"map04060, map04062, map05323"
6375,"map04060, map04062"
6376,"map04060, map04062"
6382,"map04512, map04514, map05144"
6383,"map04512, map04514, map05144"
6385,"map04512, map04514, map05144"
6387,"map04060, map04062, map04360, map04670, map04672, map05323"
6389,"map00020, map00190, map01100, map05010, map05012, map05016"
6390,"map00020, map00190, map01100, map05010, map05012, map05016"
6391,"map00020, map00190, map01100, map05010, map05012, map05016"
6392,"map00020, map00190, map01100, map05010, map05012, map05016"
6396,"map03013, map04141"
6400,"map04141"
6401,"map04514, map05143, map05144"
6402,"map04514"
6403,"map04514, map05144, map05150"
6404,"map04514, map05150"
6405,"map04360"
6416,"map04010, map04012, map04620, map04664, map04912, map05120, map05142"
6419,"map00310"
6422,"map04310"
6423,"map04310"
6424,"map04310"
6425,"map04310"
6426,"map03040"
6427,"map03040"
6428,"map03040"
6429,"map03040"
6430,"map03040"
6431,"map03040"
6432,"map03040"
6434,"map03040"
6441,"map04145"
6442,"map05410, map05412, map05414, map05416"
6443,"map05410, map05412, map05414, map05416"
6444,"map05410, map05412, map05414, map05416"
6445,"map05410, map05412, map05414, map05416"
6446,"map04960"
6448,"map00531, map01100, map04142"
6452,"map04650"
6455,"map04144"
6456,"map04144"
6457,"map04144"
6464,"map04012, map04062, map04510, map04650, map04722, map04910, map05100, map05214, map05220"
6469,"map04340, map05200, map05217"
6470,"map00260, map00460, map00670, map01100"
6472,"map00260, map00460, map00670, map01100"
6476,"map00500, map01100, map04973"
6477,"map04115, map04120, map04310"
6480,"map00510, map00514, map01100"
6482,"map00512, map00533, map00603, map00604, map01100"
6483,"map00512, map00533, map00603, map00604, map01100"
6484,"map00601, map01100"
6487,"map00514, map00533, map00601, map01100"
6489,"map00601, map00603, map00604, map01100"
6494,"map04670"
6499,"map03018"
6500,"map04110, map04114, map04120, map04141, map04310, map04350, map04710"
6502,"map04110, map04120, map05200, map05222"
6505,"map04974"
6506,"map05014"
6510,"map04974"
6513,"map04920, map04976, map05200, map05211"
6514,"map04930, map04950, map04973"
6517,"map04910, map04920, map04930"
6518,"map04973"
6519,"map04974"
6520,"map04974"
6521,"map04966"
6522,"map04970, map04971, map04972, map04976"
6523,"map04973, map04976"
6531,"map05012"
6543,"map04020, map04974"
6546,"map04020, map04260, map04974, map05410, map05412, map05414"
6547,"map04020, map04974"
6548,"map04260, map04810, map04970, map04971, map04972, map04976"
6550,"map04964, map04974, map04976"
6554,"map04976"
6555,"map04976"
6556,"map04142"
6558,"map04970, map04972, map05110"
6564,"map04974"
6570,"map05012"
6571,"map05012"
6573,"map04977"
6579,"map04976"
6580,"map04976"
6585,"map04360"
6586,"map04360"
6591,"map04520"
6606,"map03013"
6607,"map03013"
6608,"map04340, map05200, map05217"
6609,"map00600, map01100, map04142"
6610,"map00600, map01100"
6611,"map00270, map00330, map00410, map00480, map01100"
6612,"map03013"
6613,"map03013"
6614,"map04514"
6615,"map04520"
6616,"map04130"
6622,"map05010, map05012"
6625,"map03040"
6626,"map03040"
6627,"map03040"
6628,"map03040, map05322"
6629,"map03040"
6631,"map03040"
6632,"map03040, map05322"
6633,"map03040"
6634,"map03040, map05322"
6635,"map03040"
6636,"map03040"
6637,"map03040"
6646,"map00100"
6647,"map04146, map05014, map05016, map05020"
6648,"map04146, map05016"
6652,"map00051, map01100"
6654,"map04010, map04012, map04062, map04320, map04510, map04540, map04630, map04650, map04660, map04662, map04664, map04722, map04810, map04910, map04912, map05160, map05200, map05211, map05213, map05214, map05215, map05220, map05221, map05223"
6655,"map04010, map04012, map04062, map04320, map04510, map04540, map04630, map04650, map04660, map04662, map04664, map04722, map04810, map04910, map04912, map05160, map05200, map05211, map05213, map05214, map05215, map05220, map05221, map05223"
6667,"map04350, map05016"
6675,"map00520, map01100"
6677,"map00531, map01100"
6688,"map04380, map05200, map05221"
6693,"map04514"
6696,"map04510, map04512, map04620"
6697,"map00790, map01100"
6709,"map04530"
6713,"map00100, map01100"
6714,"map04012, map04144, map04370, map04510, map04520, map04530, map04540, map04912, map05100, map05120"
6715,"map00140"
6716,"map00140, map05215"
6718,"map00120, map00140, map01100"
6720,"map04910"
6722,"map04010"
6723,"map00270, map00330, map00410, map00480, map01100"
6726,"map03060"
6727,"map03060"
6728,"map03060"
6729,"map03060"
6730,"map03060"
6731,"map03060"
6734,"map03060"
6737,"map05322"
6738,"map05322"
6741,"map05322"
6742,"map03030, map03430, map03440"
6745,"map04141"
6746,"map04141"
6747,"map04141"
6748,"map04141"
6750,"map04971"
6751,"map04080"
6752,"map04080, map04971"
6753,"map04080"
6754,"map04080"
6755,"map04080"
6772,"map04062, map04380, map04620, map04630, map05140, map05145, map05160, map05200, map05212"
6773,"map04062, map04380, map04630, map05160"
6774,"map04062, map04630, map04920, map05145, map05160, map05200, map05212, map05221"
6775,"map04630"
6776,"map04012, map04630, map05200, map05220, map05221"
6777,"map04012, map04062, map04630, map05200, map05220, map05221"
6778,"map04630"
6779,"map04970"
6783,"map00140, map00920"
6788,"map04010"
6789,"map04010, map05200, map05223"
6790,"map04114"
6794,"map04150, map04920"
6799,"map00920"
6804,"map04130"
6809,"map04130"
6810,"map04130, map04962"
6811,"map04130"
6817,"map00920"
6818,"map00920"
6820,"map00140, map00920"
6821,"map00920"
6822,"map04976"
6833,"map02010, map04930"
6839,"map00310"
6843,"map04130"
6844,"map04130, map04962, map04970"
6845,"map04130"
6846,"map04060, map04062"
6850,"map04380, map04650, map04662, map04664, map04666"
6865,"map04020, map04080"
6868,"map04330, map05010, map05120"
6869,"map04020, map04080"
6870,"map04020, map04080"
6872,"map03022"
6873,"map03022"
6874,"map03022, map05016"
6875,"map03022, map05016"
6877,"map03022"
6878,"map03022"
6879,"map03022"
6880,"map03008, map03022"
6881,"map03022"
6882,"map03022"
6883,"map03022"
6884,"map03022"
6885,"map04010, map04310, map04380, map04520, map04620, map04621, map04622, map04660, map05140, map05145"
6888,"map00030, map01100"
6890,"map02010, map04145, map04612, map05340"
6891,"map02010, map04145, map04612, map05340"
6892,"map04612"
6897,"map00970"
6898,"map00130, map00270, map00350, map00360, map00400, map01100"
6900,"map04514"
6901,"map00564"
6907,"map04310"
6908,"map03022, map05016"
6915,"map04020, map04080"
6916,"map00590, map01100"
6921,"map04120, map05200, map05211"
6923,"map04120, map05200, map05211"
6927,"map04950"
6928,"map04950"
6932,"map04310, map04520, map04916, map05200, map05210, map05213, map05215, map05216, map05217, map05221, map05412"
6934,"map04310, map04520, map04916, map05200, map05210, map05213, map05215, map05216, map05217, map05221, map05412"
6948,"map04977"
6949,"map03008"
6996,"map03410"
6999,"map00380, map01100"
7006,"map04380, map04660"
7010,"map05323"
7019,"map05016"
7027,"map04110, map04350"
7029,"map04110"
7035,"map04610"
7037,"map04144, map04145, map04640"
7038,"map05320"
7039,"map04012, map05200, map05211, map05212, map05214, map05215, map05223"
7040,"map04010, map04060, map04110, map04144, map04350, map04380, map04672, map05140, map05142, map05144, map05145, map05146, map05200, map05210, map05211, map05212, map05220, map05323, map05410, map05414"
7042,"map04010, map04060, map04110, map04144, map04350, map04380, map05140, map05142, map05144, map05145, map05146, map05200, map05210, map05211, map05212, map05220, map05323, map05410, map05414"
7043,"map04010, map04060, map04110, map04144, map04350, map05140, map05142, map05144, map05145, map05146, map05200, map05210, map05211, map05212, map05220, map05323, map05410, map05414"
7044,"map04350"
7046,"map04010, map04060, map04144, map04350, map04380, map04520, map05142, map05200, map05210, map05212, map05220"
7048,"map04010, map04060, map04144, map04350, map04380, map04520, map05142, map05200, map05210, map05212, map05220"
7052,"map05016"
7054,"map00350, map01100, map05012"
7056,"map04610"
7057,"map04115, map04145, map04350, map04510, map04512, map05144, map05219"
7058,"map04145, map04350, map04510, map04512, map05144"
7059,"map04145, map04350, map04510, map04512, map05144"
7060,"map04145, map04350, map04510, map04512, map05144"
7064,"map04614, map05143"
7066,"map04640"
7067,"map04080"
7068,"map04080"
7070,"map04670"
7074,"map04062, map04810"
7082,"map04520, map04530, map04540, map05110, map05120"
7083,"map00240, map00983, map01100"
7084,"map00240, map00983, map01100"
7086,"map00030, map01100"
7094,"map04510"
7095,"map03060, map04141"
7096,"map04620"
7097,"map04145, map04620, map05140, map05142, map05144, map05145, map05146, map05323"
7098,"map04620, map05160"
7099,"map04145, map04620, map05130, map05140, map05142, map05144, map05145, map05146, map05323"
7100,"map04620, map05130"
7108,"map00100, map01100"
7114,"map04810"
7117,"map04810"
7122,"map04514, map04530, map04670, map05160"
7124,"map04010, map04060, map04210, map04350, map04380, map04612, map04620, map04621, map04622, map04640, map04650, map04660, map04664, map04920, map04930, map04940, map05010, map05014, map05140, map05142, map05143, map05144, map05145, map05146, map05160, map05310, map05322, map05323, map05330, map05332, map05410, map05414"
7125,"map04020"
7128,"map04621"
7132,"map04010, map04060, map04210, map04380, map04920, map05010, map05014, map05142, map05145, map05160"
7133,"map04060, map04920, map05014"
7134,"map04020, map04260, map05410, map05414"
7137,"map04260, map05410, map05414"
7139,"map04260, map05410, map05414"
7143,"map04510, map04512"
7148,"map04510, map04512"
7156,"map03440"
7157,"map04010, map04110, map04115, map04210, map04310, map04722, map05014, map05016, map05160, map05200, map05210, map05212, map05213, map05214, map05215, map05216, map05217, map05218, map05219, map05220, map05222, map05223"
7161,"map04115, map04722"
7166,"map00380, map01100"
7167,"map00010, map00051, map00562, map01100"
7168,"map04260, map05410, map05414"
7169,"map04260, map05410, map05414"
7170,"map04260, map05200, map05216, map05410, map05414"
7171,"map04260, map05410, map05414"
7172,"map00983"
7173,"map00350, map01100, map04060, map04630, map04640, map05320"
7175,"map03013, map05200, map05216"
7184,"map04141, map04621, map05200, map05215"
7185,"map05200, map05222"
7186,"map04010, map04141, map04210, map04380, map04622, map04920, map05160, map05200, map05222"
7187,"map04620, map04622, map05160, map05200, map05222"
7188,"map05200, map05222"
7189,"map04010, map04120, map04144, map04380, map04620, map04621, map04622, map04722, map05140, map05142, map05145, map05160, map05200, map05222"
7201,"map04020, map04080"
7205,"map04621"
7220,"map04020, map04972"
7248,"map04150, map04910"
7249,"map04115, map04150, map04910"
7251,"map04144"
7252,"map04080, map05320"
7253,"map04080, map05320"
7263,"map00270, map01100, map04122"
7264,"map00051, map00520, map01100"
7272,"map04110"
7273,"map05410, map05414"
7277,"map04145, map04540, map05130"
7278,"map04145, map04540, map05130"
7280,"map04145, map04540, map05130"
7292,"map04060"
7293,"map04060"
7294,"map04670"
7296,"map00240, map00450"
7297,"map04380, map04630, map05145, map05160"
7298,"map00240, map00670, map01100"
7299,"map00350, map00740, map01100, map04916"
7305,"map04380, map04650"
7306,"map00350, map01100, map04916"
7307,"map03040, map05131"
7311,"map03010"
7314,"map05012"
7316,"map03320"
7317,"map04120, map05012"
7318,"map04120, map05012"
7319,"map04120"
7320,"map04120"
7321,"map04120, map04141"
7322,"map04120, map04141, map05131"
7323,"map04120, map04141"
7324,"map04120, map04141"
7325,"map04120, map04141"
7326,"map04120, map04141, map05012"
7327,"map04120, map04141, map05012"
7328,"map04120"
7329,"map03013, map04120"
7332,"map04120, map05012"
7334,"map04120"
7337,"map04120"
7341,"map03013"
7345,"map05012"
7350,"map03320, map05016"
7353,"map04141"
7357,"map00600, map01100"
7358,"map00040, map00053, map00500, map00520, map01100"
7360,"map00040, map00052, map00500, map00520, map01100"
7363,"map00040, map00053, map00140, map00500, map00514, map00830, map00860, map00980, map00982, map00983, map01100, map04976"
7364,"map00040, map00053, map00140, map00500, map00514, map00830, map00860, map00980, map00982, map00983, map01100"
7365,"map00040, map00053, map00140, map00500, map00514, map00830, map00860, map00980, map00982, map00983, map01100"
7366,"map00040, map00053, map00140, map00500, map00514, map00830, map00860, map00980, map00982, map00983, map01100"
7367,"map00040, map00053, map00140, map00500, map00514, map00830, map00860, map00980, map00982, map00983, map01100"
7368,"map00600, map01100"
7371,"map00240, map00983, map01100"
7372,"map00240, map00983, map01100"
7373,"map04974"
7374,"map03410, map05340"
7378,"map00240, map00983, map01100"
7381,"map00190, map01100, map04260, map05010, map05012, map05016"
7384,"map00190, map01100, map04260, map05010, map05012, map05016"
7385,"map00190, map01100, map04260, map05010, map05012, map05016"
7386,"map00190, map01100, map04260, map05010, map05012, map05016"
7388,"map00190, map01100, map04260, map05010, map05012, map05016"
7389,"map00860, map01100"
7390,"map00860, map01100"
7407,"map00290, map00970"
7408,"map04510, map04666, map04670"
7409,"map04062, map04510, map04650, map04660, map04662, map04664, map04666, map04670, map04810"
7410,"map04062, map04510, map04650, map04660, map04662, map04664, map04666, map04670, map04810"
7412,"map04514, map04670, map05143, map05144"
7414,"map04510, map04520, map04670, map04810, map05100, map05131, map05146"
7415,"map04141"
7416,"map04020, map05012, map05016"
7417,"map04020, map05012, map05016"
7419,"map04020, map05012, map05016"
7422,"map04060, map04150, map04370, map04510, map05200, map05211, map05212, map05219, map05323"
7423,"map04060, map04150, map04510, map05200, map05211, map05212, map05219, map05323"
7424,"map04060, map04150, map04510, map05200, map05211, map05212, map05219"
7428,"map04120, map05200, map05211"
7430,"map04670, map04810, map04971, map05130"
7433,"map04080"
7434,"map04080"
7442,"map04080"
7448,"map04510, map04512"
7450,"map04510, map04512, map04610"
7453,"map00380, map00970"
7454,"map04062, map04520, map04666, map04810, map05100, map05130, map05131"
7465,"map04110"
7466,"map04141"
7468,"map00310"
7471,"map04310, map04340, map04916, map05200, map05217"
7472,"map04310, map04340, map04916, map05200, map05217"
7473,"map04310, map04340, map04916, map05200, map05217"
7474,"map04310, map04340, map04916, map05200, map05217"
7475,"map04310, map04340, map04916, map05200, map05217"
7476,"map04310, map04340, map04916, map05200, map05217"
7477,"map04310, map04340, map04916, map05200, map05217"
7478,"map04310, map04340, map04916, map05200, map05217"
7479,"map04310, map04340, map04916, map05200, map05217"
7480,"map04310, map04340, map04916, map05200, map05217"
7481,"map04310, map04340, map04916, map05200, map05217"
7482,"map04310, map04340, map04916, map05200, map05217"
7483,"map04310, map04340, map04916, map05200, map05217"
7484,"map04310, map04340, map04916, map05200, map05217"
7494,"map04141"
7498,"map00230, map00232, map00983, map01100, map04146"
7507,"map03420"
7508,"map03420"
7512,"map04974"
7514,"map03008, map03013"
7515,"map03410"
7516,"map03440"
7517,"map03440"
7518,"map03450"
7520,"map03450"
7525,"map04520, map04530"
7529,"map04110, map04114, map04722"
7531,"map04110, map04114, map04722"
7532,"map04110, map04114, map04722"
7533,"map04110, map04114, map04722"
7534,"map04110, map04114, map04722, map05130"
7535,"map04650, map04660, map05340"
7546,"map04340"
7704,"map05200, map05221"
7706,"map04622"
7709,"map04110"
7786,"map04010"
7791,"map04510"
7802,"map05016"
7805,"map04142"
7832,"map03018"
7841,"map00510, map01100, map04141"
7846,"map04145, map04540, map05130"
7849,"map05200, map05216"
7850,"map04010, map04060, map04640, map05146"
7852,"map04060, map04062, map04144, map04360, map04670, map04672"
7855,"map04310, map04916, map05200, map05217"
7867,"map04010, map04370"
7869,"map04360"
7879,"map04144, map04145, map05146"
7915,"map00250, map00650, map01100"
7919,"map03013, map03015, map03040"
7923,"map00140, map01100"
7932,"map04740"
7941,"map00565, map01100"
7976,"map04310, map04916, map05200, map05217"
7979,"map03050, map03440"
7991,"map00510, map01100, map04141"
8001,"map04080"
8021,"map03013"
8027,"map04144, map04630"
8029,"map04977"
8030,"map05200, map05216"
8031,"map05200, map05216"
8050,"map01100"
8061,"map04310, map04380"
8065,"map04120"
8074,"map04010, map04810, map05200, map05218"
8086,"map03013"
8106,"map03015"
8120,"map04142"
8174,"map04514, map04672"
8175,"map03040"
8189,"map03015, map04530"
8200,"map04060, map04350"
8218,"map04142, map04144, map05016, map05100"
8228,"map00830"
8243,"map04110, map04114"
8277,"map00030, map01100"
8288,"map05310"
8290,"map05322"
8294,"map05322"
8302,"map04612"
8309,"map00120, map01100, map03320, map04146"
8310,"map00071, map00592, map01040, map01100, map03320, map04146"
8312,"map04310, map05200, map05210, map05213, map05217"
8313,"map04310, map05200, map05210, map05213, map05217"
8317,"map04110"
8318,"map04110"
8321,"map04310, map04916, map05200, map05217"
8322,"map04310, map04916, map05200, map05217"
8323,"map04310, map04916, map05200, map05217"
8324,"map04310, map04916, map05200, map05217"
8325,"map04310, map04916, map05200, map05217"
